Mod:Item:MetaData, Localized Name
iceandfire:deathworm_yellow_boots, Телесные хитиновые ботинки из червя
iceandfire:deathworm_white_helmet, Белый хитиновый шлем из червя 
iceandfire:deathworm_white_chestplate, Белый хитиновый нагрудник из червя
iceandfire:deathworm_white_leggings, Белые хитиновые поножи из червя
iceandfire:deathworm_white_boots, Белые хитиновые ботинки из червя
iceandfire:deathworm_red_helmet, Красный хитиновый шлем из червя
iceandfire:deathworm_red_chestplate, Красный хитиновый нагрудник из червя
iceandfire:deathworm_red_leggings, Красные хитиновые поножи из червя
iceandfire:deathworm_red_boots, Красные хитиновые ботинки из червя
iceandfire:iceandfire.deathworm_egg:0, Яйцо плотоядного червя
iceandfire:iceandfire.deathworm_egg:1, Яйцо гиганского плотоядного червя
iceandfire:deathworm_tounge, Язык плотоядного червя
iceandfire:deathworm_gauntlet_yellow, Рукавица плотоядного червя
iceandfire:deathworm_gauntlet_white, Рукавица плотоядного червя
iceandfire:deathworm_gauntlet_red, Рукавица плотоядного червя
iceandfire:rotten_egg, Протухшее яйцо
iceandfire:cockatrice_eye, Глаз василиска
iceandfire:cockatrice_scepter, Скипетр Василиска
iceandfire:stymphalian_bird_feather, Перо Стимфалийской птицы
iceandfire:stymphalian_arrow, Стимфалийская стрела
iceandfire:stymphalian_feather_bundle, Связка перьев Стимфалийской птицы
iceandfire:stymphalian_bird_dagger, Кинжал Стимфалийской птицы
iceandfire:troll_tusk, Бивень тролля
iceandfire:myrmex_desert_egg:0, Яйцо пустынного мирмекса
iceandfire:myrmex_desert_egg:1, Яйцо пустынного мирмекса
iceandfire:myrmex_desert_egg:2, Яйцо пустынного мирмекса
iceandfire:myrmex_desert_egg:3, Яйцо пустынного мирмекса
iceandfire:myrmex_desert_egg:4, Яйцо пустынного мирмекса
iceandfire:myrmex_jungle_egg:0, Яйцо тропического мирмекса
iceandfire:myrmex_jungle_egg:1, Яйцо тропического мирмекса
iceandfire:myrmex_jungle_egg:2, Яйцо тропического мирмекса
iceandfire:myrmex_jungle_egg:3, Яйцо тропического мирмекса
iceandfire:myrmex_jungle_egg:4, Яйцо тропического мирмекса
iceandfire:myrmex_desert_resin, Кусок резины пустынных мирмексов
iceandfire:myrmex_jungle_resin, Кусок резины тропических мирмексов
iceandfire:myrmex_desert_chitin, Хитин пустынных мирмексов
iceandfire:myrmex_jungle_chitin, Хитин тропических мирмексов
iceandfire:myrmex_stinger, Жало мирмексов
iceandfire:myrmex_desert_sword, Меч из хитина пустынных мирмексов
iceandfire:myrmex_desert_sword_venom, Меч из жала пустынного мирмекса
iceandfire:myrmex_desert_shovel, Лопата из хитина пустынных мирмексов
iceandfire:myrmex_desert_pickaxe, Кирка из хитина пустынных мирмексов
iceandfire:myrmex_desert_axe, Топор из хитина пустынных мирмексов
iceandfire:myrmex_desert_hoe, Мотыга из хитина пустынных мирмексов
iceandfire:myrmex_jungle_sword, Меч из хитина тропических мирмексов
iceandfire:myrmex_jungle_sword_venom, Меч из жала тропического мирмекса
iceandfire:myrmex_jungle_shovel, Лопата из хитина тропических мирмексов
iceandfire:myrmex_jungle_pickaxe, Кирка из хитина тропических мирмексов
iceandfire:myrmex_jungle_axe, Топор из хитина тропических мирмексов
iceandfire:myrmex_jungle_hoe, Мотыга из из хитина тропических мирмексов
iceandfire:myrmex_desert_staff, Посох пустынных мирмексов
iceandfire:myrmex_jungle_staff, Посох тропических мирмексов
iceandfire:myrmex_desert_helmet, Шлем из хитина пустынных мирмексов
iceandfire:myrmex_desert_chestplate, Нагрудник из хитина пустынных мирмексов
iceandfire:myrmex_desert_leggings, Поножи из хитина пустынных мирмексов
iceandfire:myrmex_desert_boots, Ботинки из хитина пустынных мирмексов
iceandfire:myrmex_jungle_helmet, Шлем из хитина тропических мирмексов
iceandfire:myrmex_jungle_chestplate, Нагрудник из хитина тропических мирмексов
iceandfire:myrmex_jungle_leggings, Поножи из хитина тропических мирмексов
iceandfire:myrmex_jungle_boots, Ботинки из хитина тропических мирмексов
iceandfire:myrmex_desert_swarm, Рой мирмексов
iceandfire:myrmex_jungle_swarm, Рой мирмексов
iceandfire:amphithere_feather, Перо амфитеры
iceandfire:amphithere_arrow, Амфитеровая стрела
iceandfire:amphithere_macuahuitl, Макуавитль Амфитеры
iceandfire:sea_serpent_fang, Клык Левиафана
iceandfire:sea_serpent_arrow, Морская стрела
iceandfire:tide_trident, Трезубец Волны
iceandfire:chain_link, Звено железной цепи
iceandfire:chain_sticky, Липкая железная цепь
iceandfire:chain, Железная цепь
iceandfire:dragonsteel_fire_ingot, Слиток огненной драконостали
iceandfire:dragonsteel_fire_sword, Меч из огненной драконостали
iceandfire:dragonsteel_fire_pickaxe, Кирка из огненной драконостали
iceandfire:dragonsteel_fire_axe, Топор из огненной драконостали
iceandfire:dragonsteel_fire_shovel, Лопата из огненной драконостали
iceandfire:dragonsteel_fire_hoe, Мотыга из огненной драконостали
iceandfire:dragonsteel_fire_helmet, Шлем из огненной драконостали
iceandfire:dragonsteel_fire_chestplate, Нагрудник из огненной драконостали
iceandfire:dragonsteel_fire_leggings, Поножи из огненной драконостали
iceandfire:dragonsteel_fire_boots, Ботинки из огненной драконостали
iceandfire:dragonsteel_ice_ingot, Слиток ледяной драконостали
iceandfire:dragonsteel_ice_sword, Меч из ледяной драконостали
iceandfire:dragonsteel_ice_pickaxe, Кирка из ледяной драконостали
iceandfire:dragonsteel_ice_axe, Топор из ледяной драконостали
iceandfire:dragonsteel_ice_shovel, Лопата из ледяной драконостали
iceandfire:dragonsteel_ice_hoe, Мотыга из ледяной драконостали
iceandfire:dragonsteel_ice_helmet, Шлем из ледяной драконостали
iceandfire:dragonsteel_ice_chestplate, Нагрудник из ледяной драконостали
iceandfire:dragonsteel_ice_leggings, Поножи из ледяной драконостали
iceandfire:dragonsteel_ice_boots, Ботинки из ледяной драконостали
iceandfire:weezer_blue_album, Weezer
iceandfire:dragon_debug_stick, Dragon Debug Stick
iceandfire:dread_sword, Dread Thrall's Sword
iceandfire:dread_knight_sword, Dread Knight's Sword
iceandfire:lich_staff, Dread Lich Staff
iceandfire:dread_queen_sword, Blade of the Dreaded Queen
iceandfire:dread_queen_staff, Staff of the Dreaded Queen
iceandfire:dread_shard, Dread Shard
iceandfire:dread_key, §bGravemaster's Key§r
iceandfire:hydra_fang, Hydra Fang
iceandfire:hydra_heart, Hydra Heart
iceandfire:hydra_arrow, Hydra Arrow
iceandfire:armor_red_helmet, Шлем из чешуи дракона
iceandfire:armor_red_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_red_leggings, Поножи из чешуи дракона
iceandfire:armor_red_boots, Ботинки из чешуи дракона
iceandfire:armor_bronze_helmet, Шлем из чешуи дракона
iceandfire:armor_bronze_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_bronze_leggings, Поножи из чешуи дракона
iceandfire:armor_bronze_boots, Ботинки из чешуи дракона
iceandfire:armor_green_helmet, Шлем из чешуи дракона
iceandfire:armor_green_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_green_leggings, Поножи из чешуи дракона
iceandfire:armor_green_boots, Ботинки из чешуи дракона
iceandfire:armor_gray_helmet, Шлем из чешуи дракона
iceandfire:armor_gray_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_gray_leggings, Поножи из чешуи дракона
iceandfire:armor_gray_boots, Ботинки из чешуи дракона
iceandfire:armor_blue_helmet, Шлем из чешуи дракона
iceandfire:armor_blue_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_blue_leggings, Поножи из чешуи дракона
iceandfire:armor_blue_boots, Ботинки из чешуи дракона
iceandfire:armor_white_helmet, Шлем из чешуи дракона
iceandfire:armor_white_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_white_leggings, Поножи из чешуи дракона
iceandfire:armor_white_boots, Ботинки из чешуи дракона
iceandfire:armor_sapphire_helmet, Шлем из чешуи дракона
iceandfire:armor_sapphire_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_sapphire_leggings, Поножи из чешуи дракона
iceandfire:armor_sapphire_boots, Ботинки из чешуи дракона
iceandfire:armor_silver_helmet, Шлем из чешуи дракона
iceandfire:armor_silver_chestplate, Нагрудник из чешуи дракона
iceandfire:armor_silver_leggings, Поножи из чешуи дракона
iceandfire:armor_silver_boots, Ботинки из чешуи дракона
iceandfire:sea_serpent_scales_blue, Чешуя Левиафана
iceandfire:tide_blue_helmet, Морской защитный шлем
iceandfire:tide_blue_chestplate, Морской защитный нагрудник
iceandfire:tide_blue_leggings, Морское защитные поножи
iceandfire:tide_blue_boots, Морские защитные ботинки
iceandfire:sea_serpent_scales_bronze, Чешуя Левиафана
iceandfire:tide_bronze_helmet, Морской защитный шлем
iceandfire:tide_bronze_chestplate, Морской защитный нагрудник
iceandfire:tide_bronze_leggings, Морское защитные поножи
iceandfire:tide_bronze_boots, Морские защитные ботинки
iceandfire:sea_serpent_scales_deepblue, Чешуя Левиафана 
iceandfire:tide_deepblue_helmet, Морской защитный шлем
iceandfire:tide_deepblue_chestplate, Морской защитный нагрудник
iceandfire:tide_deepblue_leggings, Морское защитные поножи
iceandfire:tide_deepblue_boots, Морские защитные ботинки
iceandfire:sea_serpent_scales_green, Чешуя Левиафана
iceandfire:tide_green_helmet, Морской защитный шлем
iceandfire:tide_green_chestplate, Морской защитный нагрудник
iceandfire:tide_green_leggings, Морское защитные поножи
iceandfire:tide_green_boots, Морские защитные ботинки
iceandfire:sea_serpent_scales_purple, Чешуя Левиафана
iceandfire:tide_purple_helmet, Морской защитный шлем
iceandfire:tide_purple_chestplate, Морской защитный нагрудник
iceandfire:tide_purple_leggings, Морское защитные поножи
iceandfire:tide_purple_boots, Морские защитные ботинки
iceandfire:sea_serpent_scales_red, Чешуя Левиафана
iceandfire:tide_red_helmet, Морской защитный шлем
iceandfire:tide_red_chestplate, Морской защитный нагрудник
iceandfire:tide_red_leggings, Морское защитные поножи
iceandfire:tide_red_boots, Морские защитные ботинки
iceandfire:sea_serpent_scales_teal, Чешуя Левиафана
iceandfire:tide_teal_helmet, Морской защитный шлем
iceandfire:tide_teal_chestplate, Морской защитный нагрудник
iceandfire:tide_teal_leggings, Морское защитные поножи
iceandfire:tide_teal_boots, Морские защитные ботинки
iceandfire:troll_weapon.axe, Топор тролля
iceandfire:troll_weapon.column, Каменная дубина тролля
iceandfire:troll_weapon.column_forest, Мшистая дубина тролля
iceandfire:troll_weapon.column_frost, Ледяная дубина тролля
iceandfire:troll_weapon.hammer, Молот тролля
iceandfire:troll_weapon.trunk, Деревянная дубина тролля
iceandfire:troll_weapon.trunk_frost, Замороженная деревянная дубина троля
iceandfire:troll_leather_forest, Кожа лесного тролля
iceandfire:forest_troll_leather_helmet, Шлем из лесного тролля
iceandfire:forest_troll_leather_chestplate, Нагрудник из лесного тролля
iceandfire:forest_troll_leather_leggings, Поножи из лесного тролля
iceandfire:forest_troll_leather_boots, Ботинки из лесного тролля
iceandfire:troll_leather_frost, Кожа морозного тролля
iceandfire:frost_troll_leather_helmet, Шлем из морозного тролля 
iceandfire:frost_troll_leather_chestplate, Нагрудник из морозного тролля
iceandfire:frost_troll_leather_leggings, Поножи из морозного тролля
iceandfire:frost_troll_leather_boots, Ботинки из морозного тролля 
iceandfire:troll_leather_mountain, Кожа горного тролля
iceandfire:mountain_troll_leather_helmet, Шлем из горного тролля 
iceandfire:mountain_troll_leather_chestplate, Нагрудник из горного тролля
iceandfire:mountain_troll_leather_leggings, Поножи из горного тролля
iceandfire:mountain_troll_leather_boots, Ботинки из горного тролля
iceandfire:hippogryph_skull, Череп гиппогрифа
iceandfire:cyclops_skull, Череп циклопа
iceandfire:cockatrice_skull, Череп василиска
iceandfire:stymphalian_skull, Череп Стимфалийской птицы
iceandfire:troll_skull, Череп тролля
iceandfire:amphithere_skull, Череп амфитеры
iceandfire:seaserpent_skull, Череп Левиафана
iceandfire:hydra_skull, Hydra Skull
ironchest:iron_chest:0, Железный сундук
ironchest:iron_chest:1, Золотой сундук
ironchest:iron_chest:2, Алмазный сундук
ironchest:iron_chest:3, Медный сундук
ironchest:iron_chest:4, Серебряный сундук
ironchest:iron_chest:5, Кристальный сундук
ironchest:iron_chest:6, Обсидиановый сундук
ironchest:iron_chest:7, Земляной Сундук 9000!
ironchest:iron_shulker_box_white:0, Белый Железный Шалкеровый ящик
ironchest:iron_shulker_box_white:1, Белый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_white:2, Белый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_white:3, Белый Медный Шалкеровый ящик
ironchest:iron_shulker_box_white:4, Белый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_white:5, Белый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_white:6, Белый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_orange:0, Оранжевый Железный Шалкеровый ящик
ironchest:iron_shulker_box_orange:1, Оранжевый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_orange:2, Оранжевый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_orange:3, Оранжевый Медный Шалкеровый ящик
ironchest:iron_shulker_box_orange:4, Оранжевый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_orange:5, Оранжевый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_orange:6, Оранжевый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_magenta:0, Фиолетовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:1, Фиолетовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_magenta:2, Фиолетовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:3, Фиолетовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:4, Фиолетовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:5, Фиолетовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:6, Фиолетовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:0, Светло-синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:1, Светло-синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:2, Светло-синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:3, Светло-синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:4, Светло-синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:5, Светло-синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:6, Светло-синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_yellow:0, Жёлтый Железный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:1, Жёлтый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_yellow:2, Жёлтый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:3, Жёлтый Медный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:4, Жёлтый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:5, Жёлтый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:6, Жёлтый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_lime:0, Лаймовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_lime:1, Лаймовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_lime:2, Лаймовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_lime:3, Лаймовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_lime:4, Лаймовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_lime:5, Лаймовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_lime:6, Лаймовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_pink:0, Розовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_pink:1, Розовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_pink:2, Розовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_pink:3, Розовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_pink:4, Розовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_pink:5, Розовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_pink:6, Розовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_gray:0, Серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_gray:1, Серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_gray:2, Серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_gray:3, Серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_gray:4, Серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_gray:5, Серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_gray:6, Серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_silver:0, Светло-серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_silver:1, Светло-серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_silver:2, Светло-серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_silver:3, Светло-серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_silver:4, Светло-серый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_silver:5, Светло-серый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_silver:6, Светло-серый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_cyan:0, Голубой Железный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:1, Голубой Золотой Шалкеровый ящик
ironchest:iron_shulker_box_cyan:2, Голубой Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:3, Голубой Медный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:4, Голубой Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:5, Голубой Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_cyan:6, Голубой Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_purple:0, Железный Шалкеровый ящик
ironchest:iron_shulker_box_purple:1, Золотой Шалкеровый ящик
ironchest:iron_shulker_box_purple:2, Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_purple:3, Медный Шалкеровый ящик
ironchest:iron_shulker_box_purple:4, Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_purple:5, Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_purple:6, Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_blue:0, Синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_blue:1, Синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_blue:2, Синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_blue:3, Синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_blue:4, Синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_blue:5, Синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_blue:6, Синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_brown:0, Коричневый Железный Шалкеровый ящик
ironchest:iron_shulker_box_brown:1, Коричневый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_brown:2, Коричневый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_brown:3, Коричневый Медный Шалкеровый ящик
ironchest:iron_shulker_box_brown:4, Коричневый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_brown:5, Коричневый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_brown:6, Коричневый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_green:0, Зелёный Железный Шалкеровый ящик
ironchest:iron_shulker_box_green:1, Зелёный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_green:2, Зелёный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_green:3, Зелёный Медный Шалкеровый ящик
ironchest:iron_shulker_box_green:4, Зелёный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_green:5, Зелёный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_green:6, Зелёный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_red:0, Красный Железный Шалкеровый ящик
ironchest:iron_shulker_box_red:1, Красный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_red:2, Красный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_red:3, Красный Медный Шалкеровый ящик
ironchest:iron_shulker_box_red:4, Красный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_red:5, Красный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_red:6, Красный Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_black:0, Чёрный Железный Шалкеровый ящик
ironchest:iron_shulker_box_black:1, Чёрный Золотой Шалкеровый ящик
ironchest:iron_shulker_box_black:2, Чёрный Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_black:3, Чёрный Медный Шалкеровый ящик
ironchest:iron_shulker_box_black:4, Чёрный Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_black:5, Чёрный Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_black:6, Чёрный Обсидиановый Шалкеровый ящик
ironchest:iron_gold_chest_upgrade, Улучшение из железного в золотой сундук
ironchest:gold_diamond_chest_upgrade, Улучшение из золотого в алмазный сундук
ironchest:copper_silver_chest_upgrade, Улучшение из медного в серебряный сундук
ironchest:silver_gold_chest_upgrade, Улучшение из серебряного в золотой сундук
ironchest:copper_iron_chest_upgrade, Улучшение из медного в железный сундук
ironchest:diamond_crystal_chest_upgrade, Улучшение из алмазного в кристальный сундук
ironchest:wood_iron_chest_upgrade, Улучшение из деревянного в железный сундук
ironchest:wood_copper_chest_upgrade, Улучшение из деревянного в медный сундук
ironchest:diamond_obsidian_chest_upgrade, Улучшение из алмазного в обсидиановый сундук
ironchest:iron_gold_shulker_upgrade, Улучшение из железного в золотой Шалкеровый ящик
ironchest:gold_diamond_shulker_upgrade, Улучшение из золотого в алмазный Шалкеровый ящик
ironchest:copper_silver_shulker_upgrade, Улучшение из медного в серебряный Шалкеровый ящик
ironchest:silver_gold_shulker_upgrade, Улучшение из серебряного в золотой Шалкеровый ящик
ironchest:copper_iron_shulker_upgrade, Улучшение из медного в железный Шалкеровый ящик
ironchest:diamond_crystal_shulker_upgrade, Улучшение из алмазного в кристальный Шалкеровый ящик
ironchest:vanilla_iron_shulker_upgrade, Улучшение из обычного в железный Шалкеровый ящик
ironchest:vanilla_copper_shulker_upgrade, Улучшение из обычного в медный Шалкеровый ящик
ironchest:diamond_obsidian_shulker_upgrade, Улучшение из алмазного в обсидиановый Шалкеровый ящик
ironfurnaces:iron_furnace,  Iron Furnace
ironfurnaces:gold_furnace,  Golden Furnace
ironfurnaces:diamond_furnace,  Diamond Furnace
ironfurnaces:emerald_furnace,  Emerald Furnace
ironfurnaces:obsidian_furnace,  Obsidian Furnace
ironfurnaces:copper_furnace,  Copper Furnace
ironfurnaces:silver_furnace,  Silver Furnace
ironfurnaces:upgrade_iron,  Stone To Iron Furnace Upgrade
ironfurnaces:upgrade_gold,  Iron To Gold Furnace Upgrade
ironfurnaces:upgrade_diamond,  Gold To Diamond Furnace Upgrade
ironfurnaces:upgrade_emerald,  Diamond To Emerald Furnace Upgrade
ironfurnaces:upgrade_obsidian,  Emerald To Obsidian Furnace Upgrade
mcwbridges:most1, Iron Bridge Middle
mcwbridges:most2, Iron Bridge End
mcwbridges:oak_log_bridge_middle, Oak Bridge Middle
mcwbridges:oak_log_bridge_end, Oak Bridge End
mcwbridges:birch_log_bridge_end, Birch Bridge End
mcwbridges:birch_log_bridge_middle, Birch Bridge Middle
mcwbridges:acacia_log_bridge_end, Acacia Bridge End
mcwbridges:acacia_log_bridge_middle, Acacia Bridge Middle
mcwbridges:spruce_log_bridge_end, Spruce Bridge End
mcwbridges:spruce_log_bridge_middle, Spruce Bridge Middle
mcwbridges:jungle_log_bridge_end, Jungle Bridge End
mcwbridges:jungle_log_bridge_middle, Jungle Bridge Middle
mcwbridges:dark_oak_log_bridge_end, Dark Oak Bridge End
mcwbridges:dark_oak_log_bridge_middle, Dark Oak Bridge Middle
mcwbridges:rope_oak_bridge, Rope Oak Bridge
mcwbridges:rope_oak_bridge_end, Rope Oak Bridge End
mcwbridges:rope_birch_bridge, Rope Birch Bridge
mcwbridges:rope_birch_bridge_end, Rope Birch Bridge End
mcwbridges:rope_spruce_bridge, Rope Spruce Bridge
mcwbridges:rope_spruce_bridge_end, Rope Spruce Bridge End
mcwbridges:rope_jungle_bridge, Rope Jungle Bridge
mcwbridges:rope_jungle_bridge_end, Rope Jungle Bridge End
mcwbridges:rope_acacia_bridge, Rope Acacia Bridge
mcwbridges:rope_acacia_bridge_end, Rope Acacia Bridge End
mcwbridges:rope_dark_oak_bridge, Rope Dark Oak Bridge
mcwbridges:rope_dark_oak_bridge_end, Rope Dark Oak Bridge End
mcwbridges:stone_brick_bridge, Stone Brick Bridge
mcwbridges:stone_brick_bridge_end, Stone Brick Bridge End
mcwbridges:brick_bridge, Brick Bridge
mcwbridges:brick_bridge_end, Brick Bridge End
mcwbridges:sandstone_bridge, Sandstone Bridge
mcwbridges:sandstone_bridge_end, Sandstone Bridge End
mcwbridges:orange_sandstone_bridge, Red Sandstone Bridge
mcwbridges:orange_sandstone_bridge_end, Red Sandstone Bridge End
mcwbridges:mossy_stone_brick_bridge, Mossy Stone Brick Bridge
mcwbridges:mossy_stone_brick_bridge_end, Mossy Stone Brick Bridge End
mcwbridges:oak_rail_bridge, Oak Rail Bridge
mcwbridges:oak_rail_bridge_end, Oak Rail Bridge End
mcwbridges:spruce_rail_bridge, Spruce Rail Bridge
mcwbridges:spruce_rail_bridge_end, Spruce Rail Bridge End
mcwbridges:birch_rail_bridge, Birch Rail Bridge
mcwbridges:birch_rail_bridge_end, Birch Rail Bridge End
mcwbridges:jungle_rail_bridge, Jungle Rail Bridge
mcwbridges:jungle_rail_bridge_end, Jungle Rail Bridge End
mcwbridges:acacia_rail_bridge, Acacia Rail Bridge
mcwbridges:acacia_rail_bridge_end, Acacia Rail Bridge End
mcwbridges:dark_oak_rail_bridge, Dark Oak Rail Bridge
mcwbridges:dark_oak_rail_bridge_end, Dark Oak Rail Bridge End
mcwbridges:bamboo_bridge, Bamboo Bridge
mcwbridges:bamboo_bridge_end, Bamboo Bridge End
mcwbridges:dry_bamboo_bridge, Dry Bamboo Bridge
mcwbridges:dry_bamboo_bridge_end, Dry Bamboo Bridge End
mcwroofs:rec_tile, Rectangle Tile
mcwroofs:rec_tile_black, Rectangle Tile Black
mcwroofs:rec_tile_gray, Rectangle Tile Gray
mcwroofs:rec_tile_light_gray, Rectangle Tile Light Gray
mcwroofs:rec_tile_white, Rectangle Tile White
mcwroofs:tile_clay, Clay Tile
mcwroofs:tile_log_acacia, Tile Acacia Log
mcwroofs:tile_log_birch, Tile Birch Log
mcwroofs:tile_log_dark_oak, Tile Dark Oak Log
mcwroofs:tile_log_jungle, Tile Jungle Log
mcwroofs:tile_log_oak, Tile Oak Log
mcwroofs:tile_log_spruce, Tile Spruce Log
mcwroofs:tile_planks_acacia, Tile Acacia Planks
mcwroofs:tile_planks_birch, Tile Birch Planks
mcwroofs:tile_planks_dark_oak, Tile Dark Oak Planks
mcwroofs:tile_planks_jungle, Tile Jungle Planks
mcwroofs:tile_planks_oak, Tile Oak Planks
mcwroofs:tile_planks_spruce, Tile Spruce Planks
mcwroofs:rain_gutter, Rain Gutter
mcwroofs:roof_base2, Roof Tile Outer
mcwroofs:roof_base, Roof Tile Top
mcwroofs:roof_base3, Roof Tile
mcwroofs:roof_base4, Roof Tile Inner
mcwroofs:roof_lower_base, Roof Lower Base
mcwroofs:roof_steep_base, Roof Steep Base
mcwroofs:roof_straight_base, Roof Straight Base
mcwroofs:roof_steep_base_2, Steep Base Corner
mcwroofs:roof_base_top_x, Base Roof Top X
mcwroofs:roof_white2, White Roof Tile Outer
mcwroofs:roof_white, White Roof Tile Top
